@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Age numeric
@attribute Workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}

@data
0.041096,' Private',' Some-college',' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,0.091837,' United-States'
0,' Private',' 10th',' Never-married',' Other-service',' Own-child',' White',' Male',0,0,0.295918,' United-States'
0.561644,' Private',' 1st-4th',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.30137,' Self-emp-not-inc',' Bachelors',' Never-married',' Sales',' Own-child',' Asian-Pac-Islander',' Male',0,0,0.602041,' Iran'
0.068493,' Local-gov',' Some-college',' Never-married',' Prof-specialty',' Own-child',' White',' Female',0.00594,0,0.244898,' United-States'
0.041096,' Private',' Some-college',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,0.244898,' United-States'
0.452055,' Self-emp-inc',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.287671,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0.150242,0,0.704082,' United-States'
0.328767,' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.191781,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',0,0,0.346939,' United-States'
0.150685,' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,0.27551,' United-States'
0.561644,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.219178,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.136986,' Self-emp-inc',' 9th',' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.438356,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.493151,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.346939,' United-States'
0.60274,' Private',' 11th',' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,0.357143,' United-States'
0.410959,' Local-gov',' HS-grad',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.136986,' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,0.397959,' United-States'
0.356164,' Private',' 11th',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.123288,' Private',' 10th',' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.123288,' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,0.397959,' United-States'
0.369863,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.356164,' Private',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.846939,' United-States'
0.178082,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.44898,' United-States'
0.547945,' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0.050131,0,0.5,' United-States'
0.369863,' Private',' 9th',' Divorced',' Other-service',' Own-child',' White',' Female',0,0,0.5,' United-States'
0.09589,' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male',0,0,0.397959,' United-States'
0.479452,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',1,0,0.5,' United-States'
0.136986,' Local-gov',' Bachelors',' Never-married',' Transport-moving',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.767123,' Federal-gov',' Some-college',' Widowed',' Tech-support',' Not-in-family',' White',' Female',0.03273,0,0.397959,' United-States'
0.465753,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0.03103,0,0.602041,' United-States'
0.082192,' Private',' HS-grad',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.5,' United-States'
0.191781,' Private',' HS-grad',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,0.44898,' United-States'
0.232877,' Private',' HS-grad',' Never-married',' Transport-moving',' Not-in-family',' Black',' Male',0,0,0.806122,' United-States'
0.410959,' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.452055,' Self-emp-inc',' Masters',' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,0.806122,' United-States'
0.328767,' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0.453857,0.653061,' United-States'
0.561644,' Self-emp-inc',' 11th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.191781,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.193878,' United-States'
0.506849,' Private',' Masters',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.438356,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.219178,' Private',' HS-grad',' Married-spouse-absent',' Sales',' Not-in-family',' White',' Male',0,0,0.193878,' United-States'
0.054795,' Private',' Some-college',' Never-married',' Sales',' Own-child',' Other',' Female',0,0,0.193878,' United-States'
0.136986,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.55102,' United-States'
0.123288,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.244898,' United-States'
0.054795,' ?',' Assoc-acdm',' Never-married',' ?',' Not-in-family',' White',' Male',0,0,0.55102,' United-States'
0.328767,' Private',' HS-grad',' Never-married',' Sales',' Unmarried',' Black',' Female',0,0,0.397959,' United-States'
0.123288,' Local-gov',' Bachelors',' Never-married',' Tech-support',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.287671,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.408163,' United-States'
0.013699,' ?',' 11th',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.244898,' United-States'
0.09589,' ?',' Some-college',' Never-married',' ?',' Not-in-family',' Asian-Pac-Islander',' Male',1,0,0.5,' South'
0.356164,' Federal-gov',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.397959,' United-States'
0,' Private',' 7th-8th',' Never-married',' Sales',' Own-child',' White',' Male',0,0,0.071429,' United-States'
0.232877,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.316327,' United-States'
0.150685,' Private',' HS-grad',' Divorced',' Sales',' Own-child',' White',' Female',0,0,0.397959,' United-States'
0.246575,' Private',' 12th',' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,0.193878,' United-States'
0.191781,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.109589,' Private',' 11th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.205479,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,0.357143,' Puerto-Rico'
0.356164,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0.436639,0.397959,' United-States'
0.246575,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.219178,' Private',' 10th',' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,0.44898,' United-States'
0.520548,' Self-emp-inc',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.369863,' Private',' Some-college',' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.013699,' Private',' 12th',' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,0.346939,' United-States'
0.260274,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0.072981,0,0.5,' United-States'
0.452055,' State-gov',' Prof-school',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.520408,' United-States'
0.232877,' Self-emp-inc',' Bachelors',' Divorced',' Sales',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.246575,' Self-emp-inc',' Assoc-acdm',' Never-married',' Sales',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.30137,' Local-gov',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.246575,' Private',' Some-college',' Separated',' Craft-repair',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.479452,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.027397,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,0.295918,' United-States'
0.643836,' Private',' HS-grad',' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.22449,' United-States'
0.315068,' State-gov',' 9th',' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,0.397959,' United-States'
0.150685,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.054795,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.091837,' United-States'
0.219178,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.346939,' United-States'
0.150685,' Federal-gov',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.342466,' Self-emp-not-inc',' Some-college',' Never-married',' Craft-repair',' Unmarried',' White',' Male',0,0,0.397959,' United-States'
0.191781,' Private',' Some-college',' Married-civ-spouse',' Sales',' Wife',' Black',' Female',0,0,0.397959,' United-States'
0.479452,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.219178,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.328767,' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.5,' United-States'
0.328767,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.452055,' Private',' 9th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.30137,' Private',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,0.244898,' United-States'
0.547945,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0.072981,0,0.397959,' United-States'
0.260274,' Private',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.39726,' Private',' 11th',' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,0.265306,' El-Salvador'
0.410959,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.39726,' State-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,0.397959,' United-States'
0.041096,' Private',' 12th',' Never-married',' Other-service',' Own-child',' White',' Male',0,0,0.346939,' United-States'
0.123288,' Private',' Bachelors',' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,0.193878,' United-States'
0.616438,' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,0.193878,' United-States'
0.438356,' Private',' Some-college',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,0.44898,' United-States'
0.39726,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.246575,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.30137,' Private',' HS-grad',' Divorced',' Adm-clerical',' Not-in-family',' White',' Male',0.105201,0,0.397959,' United-States'
0.506849,' Private',' Assoc-voc',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0.076881,0,0.397959,' United-States'
0.178082,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.205479,' Private',' 5th-6th',' Married-spouse-absent',' Craft-repair',' Other-relative',' White',' Male',0,0,0.397959,' El-Salvador'
0.369863,' Local-gov',' Doctorate',' Married-spouse-absent',' Prof-specialty',' Unmarried',' White',' Female',0,0,0.377551,' United-States'
0.205479,' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.39726,' Self-emp-inc',' Bachelors',' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,0,0.5,' ?'
0.30137,' Private',' Bachelors',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0.150242,0,1,' United-States'
0.150685,' Self-emp-inc',' Assoc-voc',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.602041,' United-States'
0.39726,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Asian-Pac-Islander',' Male',0,0,0.397959,' Cambodia'
0.082192,' Private',' HS-grad',' Never-married',' Sales',' Own-child',' White',' Male',0,0,0.295918,' United-States'
0.30137,' Private',' Assoc-acdm',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',0.01506,0,0.397959,' United-States'
0.082192,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.589041,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.561644,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.244898,' United-States'
0.027397,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,0.091837,' United-States'
0.136986,' Private',' 9th',' Never-married',' Other-service',' Own-child',' White',' Male',0,0,0.5,' Mexico'
0.109589,' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.493151,' Self-emp-not-inc',' 12th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.534247,' Private',' 1st-4th',' Separated',' Machine-op-inspct',' Unmarried',' White',' Male',0,0,0.397959,' United-States'
0.438356,' Private',' 7th-8th',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,0.397959,' Hong'
0.452055,' Self-emp-not-inc',' Bachelors',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0.04416,0,0.44898,' United-States'
0.013699,' Private',' HS-grad',' Never-married',' Adm-clerical',' Other-relative',' White',' Female',0,0,0.295918,' United-States'
0.315068,' Private',' Some-college',' Separated',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.44898,' United-States'
0.39726,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.041096,' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Female',0,0,0.122449,' United-States'
0.191781,' Private',' Masters',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.765306,' United-States'
0.39726,' Private',' Some-college',' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',0,0,0.346939,' Trinadad&Tobago'
0.369863,' State-gov',' HS-grad',' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.054795,' Private',' Assoc-voc',' Never-married',' Tech-support',' Own-child',' White',' Female',0,0,0.295918,' United-States'
0.39726,' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.506849,' Private',' Some-college',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,0.44898,' United-States'
0.082192,' Private',' HS-grad',' Never-married',' Sales',' Own-child',' White',' Male',0,0,0.346939,' United-States'
0.369863,' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.246575,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.287671,' Federal-gov',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0.076881,0,0.418367,' United-States'
0.465753,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.136986,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Amer-Indian-Eskimo',' Male',0,0,0.071429,' United-States'
0.506849,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.219178,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.428571,' United-States'
0.068493,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,0.397959,' Mexico'
0.356164,' Self-emp-not-inc',' Bachelors',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.418367,' United-States'
0.260274,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,0.173469,' United-States'
0.493151,' Private',' Doctorate',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,0.5,' United-States'
0.780822,' ?',' Assoc-acdm',' Widowed',' ?',' Not-in-family',' White',' Female',0,0,0.193878,' United-States'
0.136986,' Private',' 5th-6th',' Never-married',' Farming-fishing',' Unmarried',' White',' Male',0,0,0.5,' United-States'
0.068493,' State-gov',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Male',0,0,0.44898,' United-States'
0.260274,' Private',' Some-college',' Divorced',' Sales',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.287671,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.193878,' United-States'
0.260274,' Private',' Masters',' Widowed',' Tech-support',' Unmarried',' Asian-Pac-Islander',' Female',0,0,0.397959,' India'
0.273973,' Local-gov',' Bachelors',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.357143,' United-States'
0.589041,' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0.072981,0,0.397959,' United-States'
0.054795,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.342466,' Private',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0.086141,0,0.5,' United-States'
0.260274,' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.246575,' State-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.369863,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.178082,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.581633,' United-States'
0.232877,' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.357143,' United-States'
0.383562,' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.616438,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.806122,' United-States'
0.452055,' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,0.193878,' United-States'
0.082192,' Private',' 5th-6th',' Never-married',' Priv-house-serv',' Unmarried',' White',' Female',0,0,0.112245,' Mexico'
0.109589,' Private',' HS-grad',' Never-married',' Craft-repair',' Other-relative',' White',' Male',0,0,0.397959,' United-States'
0.356164,' Private',' HS-grad',' Separated',' Transport-moving',' Unmarried',' White',' Male',0,0,0.397959,' Mexico'
0.424658,' Private',' Assoc-acdm',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.295918,' United-States'
0.287671,' Local-gov',' Bachelors',' Separated',' Prof-specialty',' Unmarried',' Black',' Male',0,0,0.397959,' United-States'
0.287671,' Private',' Assoc-voc',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.479592,' United-States'
0.60274,' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,0.295918,' United-States'
0.657534,' Private',' Some-college',' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0.01848,0,0.193878,' Hungary'
0.123288,' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',1,0,0.602041,' United-States'
0.315068,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.295918,' United-States'
0.383562,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.418367,' United-States'
0.109589,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.05102,' United-States'
0.164384,' Private',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.616438,' State-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.367347,' United-States'
0.205479,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.5,' United-States'
0.712329,' State-gov',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.153061,' United-States'
0.205479,' Private',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.30137,' Private',' Some-college',' Separated',' Machine-op-inspct',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.232877,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.5,' United-States'
0.136986,' Private',' HS-grad',' Divorced',' Adm-clerical',' Not-in-family',' White',' Male',0,0,0.377551,' United-States'
0,' Local-gov',' 11th',' Never-married',' Sales',' Own-child',' White',' Male',0,0,0.193878,' United-States'
0.821918,' ?',' 5th-6th',' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,0.193878,' United-States'
0.438356,' Private',' Assoc-voc',' Never-married',' Exec-managerial',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.09589,' Local-gov',' HS-grad',' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.123288,' Private',' 5th-6th',' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,0.397959,' Mexico'
0.178082,' ?',' 11th',' Never-married',' ?',' Own-child',' Black',' Female',0,0,0.397959,' United-States'
0.027397,' ?',' 7th-8th',' Never-married',' ?',' Not-in-family',' White',' Male',0,0,0.397959,' Mexico'
0.178082,' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',0,0,0.244898,' United-States'
0.69863,' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,0.346939,' United-States'
0.356164,' Local-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.260274,' Private',' Some-college',' Divorced',' Machine-op-inspct',' Own-child',' White',' Female',0,0,0.295918,' United-States'
0.342466,' Local-gov',' 9th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.150685,' Private',' Masters',' Never-married',' Exec-managerial',' Not-in-family',' Other',' Male',0,0,0.295918,' Cuba'
0.068493,' Self-emp-inc',' Some-college',' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,0.346939,' United-States'
0.205479,' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,0.377551,' Mexico'
0.191781,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0.02463,0,0.377551,' United-States'
0.246575,' Private',' HS-grad',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,0.704082,' United-States'
0.260274,' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,0.295918,' United-States'
0.109589,' Private',' HS-grad',' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,0.785714,' United-States'
0.260274,' Private',' Some-college',' Divorced',' Sales',' Not-in-family',' White',' Female',0.03325,0,0.44898,' United-States'
0.054795,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,0.193878,' United-States'
0.39726,' Private',' Assoc-acdm',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.082192,' Private',' Bachelors',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.5,' United-States'
0.260274,' Self-emp-not-inc',' HS-grad',' Separated',' Other-service',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.068493,' State-gov',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.068493,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.397959,' United-States'
0.410959,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.5,' United-States'
