@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N4-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute class {' <=50K',' >50K'}

@data
2.962687,1.717046,-1.716403,-1.167877,' <=50K'
4.844267,3.996284,-2.771231,3.03236,' <=50K'
-0.34438,7.78619,0.636513,0.264554,' <=50K'
1.390304,6.001565,-1.851215,4.210505,' <=50K'
-2.737784,1.74189,-0.229657,2.761895,' >50K'
1.221141,-0.312264,-0.926383,1.205512,' <=50K'
-1.863985,5.979894,-3.645518,2.202092,' <=50K'
-1.626075,-0.200943,0.532875,2.492107,' >50K'
0.440032,7.422983,-1.452712,4.691463,' <=50K'
0.38747,0.123438,-0.317639,0.649682,' <=50K'
1.04413,7.102017,-4.636403,4.398103,' <=50K'
4.215038,4.353355,-0.538764,-1.401426,' <=50K'
-3.929888,8.211045,0.97061,1.219404,' <=50K'
-0.541057,7.955604,0.441215,1.118566,' <=50K'
4.793119,4.858954,1.160383,1.850608,' <=50K'
-2.672713,0.265921,-1.229147,2.20362,' <=50K'
-0.91511,5.330161,-0.609523,0.624979,' <=50K'
1.616077,6.9627,2.476922,1.227929,' <=50K'
1.368034,-2.533483,-1.444251,1.135467,' <=50K'
1.263773,4.273532,0.046596,0.750454,' <=50K'
-0.762183,2.156832,0.048967,2.073974,' >50K'
4.35964,0.143955,-0.211489,1.746279,' <=50K'
-2.099472,5.039832,-1.073306,1.786312,' <=50K'
-0.713033,2.665146,1.084256,1.996454,' >50K'
-0.889624,0.692025,-1.236166,1.435425,' <=50K'
-0.180443,6.07852,0.158972,3.175157,' <=50K'
-4.334907,-0.591322,-0.633869,4.701823,' >50K'
-6.63261,3.223464,1.437735,1.791398,' <=50K'
2.863423,6.313327,2.970898,5.324586,' <=50K'
-2.984422,1.768473,-1.769151,3.056324,' <=50K'
3.127742,-0.411161,-3.154691,1.178148,' <=50K'
2.867952,-0.603889,-4.426353,0.589572,' <=50K'
-2.364714,4.659651,-0.430698,1.742181,' <=50K'
-2.465058,4.727037,0.037155,-0.704343,' <=50K'
1.289647,5.542603,-1.507017,4.441983,' <=50K'
-2.329761,6.839938,0.30274,2.20214,' <=50K'
1.196383,4.562677,-1.034358,2.316457,' <=50K'
2.987571,8.105147,-1.085505,0.402324,' <=50K'
0.652813,5.499449,0.12659,2.752575,' <=50K'
3.147363,4.967657,-0.898333,1.902362,' <=50K'
0.227711,6.026737,-1.414983,6.553364,' <=50K'
-1.405269,-0.136771,-3.400867,2.496659,' >50K'
-5.438386,-3.13481,0.345271,3.441648,' >50K'
-3.188895,1.140522,-0.395305,3.12888,' >50K'
-1.920959,-0.488746,-0.751221,1.18714,' <=50K'
2.079915,5.132289,1.111325,3.613189,' <=50K'
1.360027,3.318625,0.582555,2.475402,' <=50K'
3.482069,7.327461,1.521959,1.518222,' <=50K'
-3.862623,3.520729,1.142717,1.054069,' >50K'
-0.303819,5.964702,0.874818,-1.461729,' <=50K'
-0.811489,3.57503,-1.293517,3.765684,' <=50K'
2.34335,4.788591,-0.100541,3.585896,' <=50K'
2.669293,0.784739,-0.888986,2.254366,' >50K'
2.469408,6.514769,0.334058,1.356774,' <=50K'
-2.163584,0.881188,0.274733,2.501095,' <=50K'
1.605622,-0.421102,-2.92638,2.820135,' <=50K'
3.174607,5.87261,1.082989,2.143297,' <=50K'
-1.258393,1.212019,0.017157,-0.38095,' >50K'
-0.21038,6.073721,0.166968,3.083914,' <=50K'
-0.21805,5.639658,-1.019189,2.121502,' <=50K'
2.412115,4.929718,0.098255,2.412466,' <=50K'
-0.377348,3.294981,-1.430462,1.462701,' <=50K'
1.256495,4.463409,-0.998215,5.284578,' <=50K'
-0.940696,2.619847,0.024056,1.186366,' >50K'
4.943438,5.705904,2.601197,5.24093,' <=50K'
0.016673,4.559228,0.047871,0.426443,' >50K'
-3.467435,8.809988,1.617531,0.641538,' <=50K'
-2.7952,9.156732,-0.844955,1.841202,' <=50K'
1.311242,5.225172,-1.354227,4.601018,' <=50K'
-0.845767,5.140422,-0.971041,2.815978,' <=50K'
2.681354,3.44536,1.789999,0.373756,' >50K'
0.875072,6.161663,-3.145643,2.523555,' <=50K'
-1.303672,-3.232274,-2.273304,1.05176,' >50K'
-2.91287,2.819745,1.805895,3.071999,' <=50K'
-4.315783,0.631912,-0.425754,3.657815,' <=50K'
3.043116,4.858346,1.144833,1.591943,' <=50K'
2.383427,5.250718,-0.739214,3.53562,' <=50K'
1.617465,6.284156,-0.575419,3.763369,' <=50K'
1.985202,0.7765,1.200136,0.706902,' <=50K'
-1.895701,5.331216,-0.63324,0.702273,' <=50K'
-3.447165,4.199683,0.57586,2.259712,' <=50K'
1.617503,3.454394,0.222679,4.865075,' >50K'
0.708654,6.842897,-1.521919,2.679292,' <=50K'
0.420438,1.361554,0.965223,0.367382,' <=50K'
1.521011,5.652454,-0.872499,0.15494,' <=50K'
-1.212595,-0.787252,-0.432207,0.365626,' <=50K'
-0.549719,3.437508,-0.169122,1.04623,' <=50K'
3.423617,1.021026,-2.058038,0.790775,' <=50K'
0.53595,1.795516,-0.060509,-0.77362,' <=50K'
-1.724963,-0.361735,0.560693,2.353934,' >50K'
-0.335038,6.207529,-1.280635,3.761699,' <=50K'
-1.41179,2.469056,2.0577,1.703269,' >50K'
-3.510121,-0.879045,2.653746,1.788422,' <=50K'
3.828545,8.166793,-3.944573,4.717988,' <=50K'
-0.773646,4.526383,2.343038,1.502351,' <=50K'
-2.751175,1.712005,-0.243389,2.872403,' >50K'
-3.978528,1.80667,0.984283,2.802208,' <=50K'
0.594493,5.756937,1.35125,1.32131,' <=50K'
-1.404091,4.517689,-2.607204,2.72389,' <=50K'
2.305502,4.170289,2.157754,-1.906429,' <=50K'
1.113676,-1.236678,0.382355,1.622509,' <=50K'
1.606544,6.902198,-1.506797,2.512452,' <=50K'
-1.259536,3.281808,0.364713,1.293006,' >50K'
1.288589,-2.335217,1.349083,2.459302,' <=50K'
-0.55483,3.062606,-0.704097,1.910909,' <=50K'
-1.16048,0.833921,-0.57968,2.277681,' <=50K'
-1.760699,-0.392899,0.601607,2.061036,' >50K'
2.753653,5.478864,-2.641952,4.099517,' <=50K'
-2.725761,2.670443,-0.607219,1.297737,' <=50K'
0.961827,0.309713,-1.721333,2.520385,' >50K'
-0.806468,1.600353,-2.298952,1.883047,' >50K'
-1.445896,0.444517,0.764511,1.52948,' >50K'
3.230548,7.853053,1.839363,1.527112,' <=50K'
3.39087,4.862391,-1.39101,1.418288,' <=50K'
3.299205,6.289393,-2.523049,2.659893,' <=50K'
-3.013748,2.00132,-0.342723,2.834627,' >50K'
-1.806814,0.225841,-1.277982,1.437613,' <=50K'
-0.998815,2.697012,-0.06708,1.634764,' >50K'
0.863208,2.795028,-4.32345,1.460607,' <=50K'
-1.818403,8.144702,0.113312,1.849438,' <=50K'
3.651059,6.910251,0.155729,3.700802,' <=50K'
2.614887,1.657034,0.138038,3.224399,' <=50K'
-1.642543,0.677696,-0.315635,0.602058,' <=50K'
0.922702,-3.689135,-0.595886,1.972436,' >50K'
-1.354848,0.214972,0.863946,1.252674,' >50K'
1.871474,4.232663,0.461126,1.780046,' <=50K'
1.191684,4.76601,2.083277,1.587272,' <=50K'
2.373024,5.513984,-0.825979,3.005936,' <=50K'
-0.800779,4.677708,2.273449,0.239299,' <=50K'
0.105556,1.140881,0.941564,1.760126,' <=50K'
-1.729042,3.652095,1.485675,2.634976,' <=50K'
-0.006467,5.95891,-1.580263,1.968161,' <=50K'
1.695302,6.354414,0.217154,3.92096,' <=50K'
-0.189093,5.9255,1.50299,2.339008,' <=50K'
0.459491,4.090251,0.111574,2.423543,' <=50K'
0.711445,4.741656,-0.873841,-0.686792,' <=50K'
3.155213,6.356068,2.0191,1.189514,' >50K'
2.071303,3.540305,1.001566,2.167976,' <=50K'
0.662377,5.619952,-1.79913,2.738619,' <=50K'
2.556807,3.719468,-2.542263,-0.320158,' <=50K'
0.006277,-0.245389,0.111582,0.928726,' <=50K'
0.690255,4.732323,0.442181,2.297062,' >50K'
1.338609,6.248744,-0.017712,2.742846,' <=50K'
0.52583,5.893449,1.845565,1.230686,' <=50K'
-0.691355,2.176775,0.559073,2.552105,' <=50K'
2.730011,3.906445,-3.448933,2.629683,' <=50K'
-1.616842,0.376076,0.109272,1.739222,' >50K'
-2.818804,1.59668,-0.222297,2.770171,' <=50K'
0.593156,5.276428,-0.9751,4.408137,' <=50K'
-2.278006,4.607418,-0.372292,1.528102,' <=50K'
-0.87541,-0.408255,-1.078344,0.537035,' <=50K'
4.186853,5.56174,1.241265,1.336237,' >50K'
3.601907,6.910002,0.159445,3.606186,' <=50K'
1.42776,4.48818,0.583519,1.538428,' <=50K'
-1.763932,0.263238,-1.327079,1.789091,' <=50K'
-3.110317,7.726076,0.041923,2.958144,' <=50K'
-3.144065,2.817048,-0.759012,1.568258,' <=50K'
-4.044283,-0.016492,-1.63257,1.991528,' <=50K'
4.545109,3.501292,-1.984672,2.093738,' <=50K'
-3.751449,1.993646,1.82606,1.351356,' <=50K'
-0.283349,7.084152,-1.000648,3.30679,' <=50K'
-3.649682,1.215128,-0.498531,0.775743,' <=50K'
-0.77017,4.814531,-3.172603,2.861402,' <=50K'
-1.228456,1.216818,0.009162,-0.289708,' >50K'
-0.253949,0.820978,0.37275,-2.620008,' <=50K'
0.917753,4.167078,1.537406,3.639864,' <=50K'
0.457725,7.313326,0.357274,2.644259,' <=50K'
-0.23238,8.470436,-3.329534,5.064973,' <=50K'
3.048314,6.225366,-0.265768,1.507029,' <=50K'
2.631036,6.660548,-0.384682,1.606263,' <=50K'
-0.848098,3.980597,0.033356,0.735173,' <=50K'
-0.316518,-0.910206,-1.414203,2.812792,' <=50K'
-1.697719,2.844437,0.07659,2.006481,' <=50K'
-1.926379,-3.402478,1.912637,-2.398561,' <=50K'
-1.535293,0.870403,-0.824257,-1.02798,' >50K'
1.162558,6.536604,-0.869781,2.236307,' <=50K'
-0.536653,-1.860358,2.202779,0.262623,' <=50K'
0.151496,0.059047,-0.303481,2.077871,' >50K'
-6.915091,6.171907,-0.013082,0.784388,' <=50K'
0.16434,-0.610184,-4.334,2.793854,' <=50K'
1.750081,6.1356,-2.032757,-0.164916,' <=50K'
-2.803914,2.288872,-3.495105,3.433136,' <=50K'
3.099234,4.56139,-1.820371,4.204841,' <=50K'
-0.548496,-2.452643,2.151186,4.121869,' <=50K'
-1.626901,0.670029,-0.307264,0.576142,' <=50K'
4.335453,0.526595,-1.22593,2.739073,' <=50K'
0.094367,4.399018,-1.743002,-0.276125,' <=50K'
0.271739,6.230678,1.319892,1.309718,' <=50K'
-0.126368,6.061753,0.175901,3.155987,' <=50K'
1.428796,4.424427,-0.879974,1.755342,' <=50K'
1.691295,2.563015,2.558495,2.637958,' <=50K'
1.489261,5.498892,-2.716359,2.590358,' <=50K'
-1.067687,4.624676,-0.09132,0.36776,' <=50K'
-1.711536,-0.703934,-2.410536,5.232871,' >50K'
0.455213,7.562242,0.338489,0.681234,' <=50K'
1.067522,5.895224,-0.613018,1.058613,' <=50K'
0.474968,4.141657,-1.202305,0.912207,' <=50K'
1.660831,4.662126,-0.615531,1.104349,' <=50K'
0.141149,7.096244,-1.387704,2.848116,' <=50K'
0.293544,5.190064,-1.159827,3.11736,' <=50K'
-2.618443,8.087915,-1.30029,1.097393,' <=50K'
-1.056186,4.906034,-3.265616,2.983169,' <=50K'
1.805152,-1.834968,0.275445,1.260169,' >50K'
-1.199256,0.521,-1.839477,1.513172,' <=50K'
0.345221,-0.25456,-1.654434,0.168455,' >50K'
-1.288796,4.638425,-0.826972,2.528764,' <=50K'
-0.586115,3.07794,-0.720837,1.962742,' <=50K'
-0.797597,1.627883,1.171211,1.36735,' >50K'
2.656193,-0.02251,-1.920009,-1.2653,' <=50K'
0.839796,4.376137,0.746694,1.298307,' <=50K'
-0.799894,-0.406324,-1.085964,0.693604,' >50K'
-1.116201,2.864074,-0.139146,1.761844,' >50K'
-0.145393,2.407479,1.767691,0.83769,' <=50K'
-0.653981,3.050634,1.003895,0.42963,' <=50K'
1.305837,-1.282181,0.425145,1.656241,' >50K'
1.437717,5.379541,-2.378209,2.686119,' <=50K'
-1.630259,0.406991,0.072074,1.937504,' <=50K'
-0.616612,2.639513,1.162885,1.800093,' >50K'
-2.070184,4.658131,0.355941,3.698398,' <=50K'
-1.550745,6.70908,0.418084,0.137372,' <=50K'
1.01773,5.092675,-0.777926,3.880755,' <=50K'
-4.705952,1.125288,-0.159134,1.337979,' <=50K'
-1.520508,1.789026,0.449703,-0.749507,' >50K'
-1.710262,0.139575,-1.178287,0.995962,' >50K'
4.316933,1.846429,-4.546591,0.84812,' <=50K'
3.634821,6.130069,3.336382,0.071646,' <=50K'
3.296718,5.497657,-3.55056,3.440177,' <=50K'
3.474425,3.621912,2.375449,0.528218,' <=50K'
-1.404756,-0.741748,-0.474997,0.331893,' >50K'
-1.100654,-2.626198,0.875346,-2.333819,' <=50K'
-2.122592,2.135075,-1.103305,2.119041,' <=50K'
3.360259,4.011929,-2.630057,2.074608,' >50K'
-3.663397,-0.388796,0.964816,3.655748,' <=50K'
-0.49226,3.031939,-0.670615,1.807243,' <=50K'
2.025182,3.785989,-0.008882,3.265785,' >50K'
2.626531,6.960391,1.304588,0.462639,' >50K'
1.699987,1.485869,-0.006665,1.455004,' <=50K'
-3.00874,1.665432,-0.293914,2.908804,' <=50K'
-1.780177,-0.557746,-0.675887,0.953891,' >50K'
3.508971,5.490985,-3.557055,3.792724,' <=50K'
-0.564551,5.100706,-3.191236,2.938274,' >50K'
0.672685,-0.8876,-0.124819,4.58178,' <=50K'
-0.241979,2.909271,-0.536688,1.392578,' <=50K'
1.75196,6.652648,-1.279828,2.021516,' <=50K'
2.267078,3.666179,0.928416,4.69445,' <=50K'
1.095921,5.175968,-4.012832,1.703557,' <=50K'
-2.90621,1.730139,-1.727299,2.926741,' <=50K'
2.008862,4.36933,0.595068,3.128334,' <=50K'
4.152864,3.005579,-1.886948,1.408459,' <=50K'
2.766033,8.25973,0.270166,0.584646,' <=50K'
-0.641035,3.083232,0.962793,0.689865,' <=50K'
-4.829283,-0.787673,2.878479,2.667987,' <=50K'
1.255462,6.437242,-0.739111,4.187084,' >50K'
0.442351,4.365848,0.129039,1.42176,' <=50K'
2.931393,4.888765,1.115068,1.600993,' <=50K'
-0.818378,3.543696,-0.2948,2.589129,' <=50K'
-3.184278,2.250839,0.175971,2.571458,' >50K'
-0.121668,4.831376,-1.692647,4.203318,' <=50K'
-3.494551,0.771226,-1.266513,1.106557,' <=50K'
-0.889847,3.474372,1.38377,-0.13578,' >50K'
0.632355,5.828399,-0.568464,1.137583,' <=50K'
-0.376292,5.852414,4.057758,1.864628,' <=50K'
0.011615,3.61059,-1.037037,1.444087,' <=50K'
0.588358,7.682699,0.25103,3.725379,' <=50K'
2.474385,7.277792,0.328258,-1.321162,' <=50K'
-1.952046,-0.649554,-1.46733,1.115666,' <=50K'
-2.206187,-0.402232,1.036549,1.94467,' <=50K'
1.362791,-0.63456,1.194295,1.329535,' <=50K'
-1.952681,4.550195,-0.324286,1.728523,' <=50K'
-4.089898,1.406548,-0.704076,1.329042,' >50K'
2.762522,6.790572,-0.570629,2.175967,' <=50K'
3.010544,0.255924,0.804543,1.813081,' >50K'
-2.852223,8.181829,-2.203055,2.135686,' <=50K'
-0.398273,0.978758,0.818091,1.473368,' >50K'
2.141973,6.240571,-0.376232,2.582161,' <=50K'
-0.65123,-1.439128,-0.458726,-1.065767,' <=50K'
2.227426,8.562371,0.281891,-1.625474,' <=50K'
-2.84034,-0.614523,-0.918536,2.111929,' <=50K'
-1.672937,6.429336,-0.368087,4.130574,' <=50K'
2.645587,0.473465,-2.862922,2.014766,' <=50K'
1.440248,7.35411,-1.179357,2.876407,' <=50K'
-0.627314,7.538901,-2.169219,2.610088,' >50K'
0.894882,9.206016,-0.07519,1.727378,' <=50K'
1.808997,1.7112,1.620603,2.311011,' >50K'
-0.764726,1.085347,0.712054,1.552353,' <=50K'
-1.787247,5.941681,-0.852805,1.681685,' <=50K'
-1.991007,-0.993773,0.865554,-1.367513,' <=50K'
0.956301,5.710301,-3.217786,0.973034,' <=50K'
1.668494,3.123633,1.69542,2.655377,' <=50K'
-3.331905,0.486678,-2.271052,2.493256,' >50K'
1.029633,5.140965,-2.087713,2.340129,' <=50K'
1.535473,4.962112,-0.29977,1.410777,' <=50K'
-2.995262,1.818126,-3.662522,4.02386,' >50K'
0.415191,3.501521,-0.764352,4.82808,' <=50K'
-2.612184,4.809211,-0.225954,0.746155,' <=50K'
2.164798,1.955299,-1.713508,3.353711,' >50K'
-4.966643,5.41343,0.847188,1.150132,' <=50K'
-0.285038,7.184553,-4.115417,2.750021,' >50K'
-1.402814,4.343524,-1.744038,2.538474,' <=50K'
1.360134,5.056024,-2.631158,3.591863,' <=50K'
2.288698,4.227814,0.545479,1.799691,' <=50K'
-5.408924,8.008329,1.477704,3.324811,' <=50K'
0.60015,8.707918,-0.834982,0.419477,' <=50K'
-1.369233,6.466079,0.537817,-0.808632,' <=50K'
-1.896182,0.537326,-0.070223,2.378086,' <=50K'
-0.783617,4.818733,-1.774723,1.786568,' <=50K'
0.445025,3.448391,0.162164,2.706444,' >50K'
-3.999467,5.940988,1.166022,-2.266592,' <=50K'
0.485279,4.858295,1.817632,0.876005,' <=50K'
0.75968,7.258707,-2.046576,-0.112875,' <=50K'
1.912438,5.311875,-0.912613,1.445857,' >50K'
0.336351,7.739096,-1.229977,0.194442,' <=50K'
-3.931495,5.448392,1.118477,-0.212935,' <=50K'
-2.948395,1.611516,-0.231605,2.632772,' >50K'
0.297239,1.332307,-1.120876,1.962001,' <=50K'
-1.369106,6.466315,-0.215986,-0.562116,' <=50K'
-2.187549,-0.441943,-0.68635,3.094708,' <=50K'
-0.070917,0.027822,3.326583,1.595799,' >50K'
-0.081429,8.313532,-0.187431,1.368795,' <=50K'
-2.532193,5.474589,-3.472353,2.570094,' <=50K'
-1.014458,2.704679,-0.075451,1.66068,' <=50K'
-3.961575,1.207585,1.073752,2.113792,' >50K'
-0.977258,-0.379963,0.580175,-0.658092,' <=50K'
-3.575185,0.232413,-0.441068,0.26362,' >50K'
0.016667,7.202849,-0.276844,3.128937,' >50K'
-1.776533,1.950956,4.791179,-6.396754,' >50K'
1.239452,5.173577,-0.15116,0.903931,' <=50K'
-0.830735,1.072305,-0.059665,2.178272,' <=50K'
-2.265459,2.721223,0.37639,2.104655,' >50K'
0.635458,4.803238,-0.944521,-0.384844,' <=50K'
3.664176,2.686235,-1.30387,1.382429,' <=50K'
-1.143953,5.883535,1.165612,0.407567,' <=50K'
-1.551832,6.87826,1.986688,1.34884,' <=50K'
1.262609,6.443475,-0.747294,4.245664,' <=50K'
-0.904262,3.173302,0.869968,0.844296,' <=50K'
-1.019628,5.174747,1.756742,5.676937,' <=50K'
1.852008,-0.510469,0.685979,0.802685,' <=50K'
-0.795462,2.597345,0.041735,1.297848,' >50K'
3.65124,3.856357,-2.012959,-0.408046,' <=50K'
-1.869211,0.230393,1.695102,1.988943,' >50K'
-2.787294,3.512039,-1.593263,-1.188747,' >50K'
-3.630901,-0.146081,-1.501422,1.834794,' >50K'
-0.389583,1.398792,2.661399,1.86949,' >50K'
-0.587985,7.978605,0.416104,1.196316,' <=50K'
-2.825238,5.500857,-1.651538,1.577875,' <=50K'
1.082197,6.51637,1.189839,-1.257086,' <=50K'
1.58872,4.54089,0.760239,0.193784,' <=50K'
3.12768,5.89561,1.057878,2.221047,' <=50K'
2.501137,5.07724,1.142383,1.180249,' <=50K'
-1.586667,-0.623382,-0.608361,0.844548,' <=50K'
3.039203,5.483831,-0.808769,3.650429,' >50K'
2.112483,6.136374,1.016035,-3.501411,' <=50K'
-0.306652,2.788559,0.1371,1.10972,' >50K'
-2.151762,-0.201231,0.392346,2.70895,' <=50K'
-1.993112,-0.254649,0.447223,2.62215,' >50K'
-1.191448,2.80603,-0.18817,2.059549,' <=50K'
-5.10083,0.010852,0.494027,1.235867,' >50K'
2.527104,4.973216,-1.697879,2.670807,' <=50K'
1.388424,5.479586,-1.436149,4.172697,' <=50K'
0.470633,-0.60965,-0.241436,0.300999,' >50K'
-3.091604,-1.198596,2.903439,1.849393,' <=50K'
-1.291891,-0.02302,-0.681008,1.419645,' <=50K'
1.244668,6.814055,-1.441036,2.575625,' <=50K'
1.471421,-0.434932,-0.792456,0.790847,' <=50K'
1.433277,5.686495,-0.092116,3.211803,' <=50K'
0.296728,9.049653,-0.010643,5.055271,' <=50K'
1.004025,6.306916,1.992287,2.026605,' <=50K'
2.230697,5.04922,-0.087579,2.582107,' <=50K'
0.800095,5.133059,2.09733,-4.174029,' <=50K'
-1.648127,0.391409,0.092531,1.791055,' <=50K'
-4.135621,-0.666783,-0.362902,2.815074,' >50K'
-2.360168,3.608967,0.319061,3.193531,' <=50K'
2.315292,3.487105,-0.753665,0.296316,' >50K'
0.946253,6.723963,-1.340408,2.166847,' <=50K'
-5.453231,5.797919,0.805604,1.459695,' <=50K'
0.578481,7.819277,-0.972716,-0.108861,' <=50K'
-2.082693,0.698706,-0.311016,-0.077119,' <=50K'
-1.873158,0.979448,0.508899,1.57232,' >50K'
3.530343,0.378352,-2.738942,1.613444,' >50K'
1.016789,5.846303,0.798085,1.275302,' <=50K'
-3.188768,5.16272,-0.180409,0.248416,' <=50K'
3.441186,5.097834,-0.734445,5.395003,' <=50K'
-2.208353,7.014837,-2.062328,1.374943,' <=50K'
-0.29061,7.197705,3.468381,0.462764,' <=50K'
2.143377,0.925616,-1.937204,0.830039,' >50K'
-2.803161,1.589013,-0.213926,2.744254,' >50K'
-0.034563,4.133325,-4.824288,2.662336,' <=50K'
3.79643,5.909545,1.07449,4.70684,' <=50K'
-4.565169,1.056287,-0.0838,1.10473,' <=50K'
1.617502,0.338483,-0.740105,0.751423,' <=50K'
-0.756707,5.825728,-0.855029,2.06591,' <=50K'
-1.197755,7.25049,-0.987242,1.516196,' <=50K'
3.615023,2.685986,-1.300154,1.287813,' <=50K'
0.213173,0.536789,1.276452,0.827749,' >50K'
-5.411942,2.993584,1.787576,2.153155,' <=50K'
-0.512221,0.985928,0.817153,1.310053,' >50K'
1.357585,7.345946,-1.163554,2.661259,' <=50K'
-3.927337,2.799864,0.618574,1.501118,' >50K'
-1.395861,6.323921,-4.257611,2.367825,' <=50K'
-2.440016,-1.403687,-0.549294,0.699299,' >50K'
-0.674754,-0.467658,-1.019001,0.486272,' <=50K'
1.382308,4.727431,-1.062345,4.479882,' <=50K'
1.856841,3.233635,-1.037084,4.263062,' <=50K'
-1.873436,2.111097,0.973808,1.367858,' >50K'
1.341943,7.353613,-1.171925,2.687175,' <=50K'
-0.291458,8.343452,-0.209763,1.188614,' <=50K'
-2.488939,7.244797,-0.74076,1.364649,' <=50K'
3.714,1.22268,-3.687772,1.161996,' <=50K'
1.141356,5.110547,-2.057948,2.331079,' <=50K'
1.64518,3.100097,-1.385454,1.187246,' <=50K'
-3.477136,1.208776,-0.45949,3.078282,' >50K'
-0.593842,5.351949,2.004678,2.147884,' <=50K'
1.613599,5.648292,-0.366018,3.818366,' <=50K'
-0.013275,2.331006,-1.810141,-0.140421,' <=50K'
1.502854,2.663838,0.018252,3.019429,' <=50K'
-1.009262,7.770378,0.12198,1.558467,' <=50K'
-1.872602,2.230368,1.55055,0.812184,' >50K'
-0.310938,3.03609,-2.521196,2.808512,' >50K'
2.362375,5.090031,2.780997,2.652655,' <=50K'
-1.303943,1.245413,2.777401,-1.370315,' <=50K'
-1.005827,5.661779,0.5735,1.708527,' <=50K'
-1.788742,2.459983,-2.245538,2.1737,' <=50K'
1.40727,3.393022,1.455366,1.778162,' <=50K'
-1.772871,7.862495,-0.611496,3.802428,' <=50K'
-0.795462,2.597345,0.041735,1.297848,' <=50K'
2.361715,5.354103,0.65382,2.023128,' <=50K'
1.997102,-1.070405,-2.039214,0.770298,' <=50K'
2.129004,5.421513,1.575398,2.259317,' <=50K'
0.419014,7.747261,-1.24578,0.40959,' <=50K'
0.961268,5.875913,-3.136272,0.725081,' >50K'
4.541064,3.561689,-2.058881,2.522965,' <=50K'
1.992107,-2.73456,-0.00448,1.968035,' >50K'
-1.016276,2.323885,2.209305,1.400086,' >50K'
-0.669624,3.0583,0.995524,0.455547,' <=50K'
-0.197697,2.267919,3.326643,-0.113021,' <=50K'
-1.313284,5.734584,0.505036,1.654555,' <=50K'
-2.253114,-0.379231,1.011437,2.022419,' <=50K'
1.681257,-1.466183,0.626035,1.034243,' >50K'
-3.336867,4.763881,-0.479336,2.70463,' <=50K'
-2.897451,2.045907,1.100051,-0.728449,' <=50K'
-0.706289,7.159742,0.753846,-2.119822,' <=50K'
3.281047,4.503985,-1.689261,2.627615,' <=50K'
-3.966245,3.658335,1.086778,1.125571,' <=50K'
2.666632,0.450836,0.852809,4.13033,' <=50K'
3.450474,4.858567,-4.287647,4.029384,' <=50K'
-0.837569,-0.294839,-3.053731,2.057705,' <=50K'
4.062883,1.412083,-3.837957,0.433341,' <=50K'
4.756682,4.005136,-2.776072,2.930997,' <=50K'
0.231658,7.499784,0.757291,1.395755,' <=50K'
-1.614154,9.193075,-0.02915,1.02087,' <=50K'
-0.840225,1.636531,0.474423,2.720347,' <=50K'
-0.443609,0.52697,-1.063541,1.083782,' <=50K'
4.059009,3.05158,-1.93717,1.563959,' <=50K'
-0.13417,3.566711,-0.565204,-0.35808,' <=50K'
2.816085,5.808643,-0.279798,1.133463,' <=50K'
0.754268,7.544287,-1.36632,2.956626,' <=50K'
-0.607636,6.268117,-1.33645,3.685184,' >50K'
2.864583,0.36613,-2.745736,1.651934,' <=50K'
1.003023,3.930683,-1.604015,1.62537,' <=50K'
1.111006,-0.119221,-0.068555,0.260768,' <=50K'
-0.477579,2.650802,0.131103,1.073189,' >50K'
-0.725815,7.899142,1.637906,3.37939,' <=50K'
0.959098,4.761535,-0.165236,0.323823,' <=50K'
-3.090409,-0.984437,1.889422,2.323293,' >50K'
1.411887,6.360574,-0.655407,3.927919,' <=50K'
-0.119917,1.486,-2.006583,3.457787,' >50K'
-0.518842,0.060652,-3.861166,2.391872,' >50K'
-0.998815,2.697012,-0.06708,1.634764,' <=50K'
-0.585059,0.105587,-0.378705,0.975394,' <=50K'
-5.039615,2.062472,1.970347,-5.356054,' <=50K'
0.009176,5.951243,-1.571892,1.942244,' <=50K'
-0.065888,4.220313,0.53428,-0.027682,' <=50K'
0.07737,-3.734923,0.334502,1.71049,' >50K'
0.138382,-1.15218,-0.466969,2.515218,' <=50K'
1.646645,2.682805,-1.918503,1.400587,' <=50K'
1.57219,3.302455,1.555623,1.4345,' <=50K'
-3.37171,3.863322,0.530812,1.252465,' >50K'
0.233743,7.69821,-1.24202,4.35637,' <=50K'
1.321588,0.100939,-0.438191,3.936785,' >50K'
0.355496,3.043787,4.643333,3.153606,' <=50K'
0.333919,5.738376,-0.628668,2.445428,' <=50K'
1.980122,6.695623,-0.39882,3.232633,' <=50K'
0.677011,0.910845,3.075221,3.790284,' >50K'
-2.002794,-0.481316,0.395999,3.235968,' >50K'
-1.044785,0.418471,-0.55535,1.158819,' >50K'
-1.284831,2.788516,-0.160093,1.756531,' <=50K'
1.130301,5.417555,0.127069,0.928752,' <=50K'
3.893729,5.063281,0.451923,0.091489,' <=50K'
0.304148,5.966918,-1.614353,2.268064,' <=50K'
