@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {' <=50K',' >50K'}

@data
-3.184108,0.403057,-2.187651,2.232246,-2.342836,2.485845,-3.066138,-1.024516,0.371854,-3.109977,' >50K'
0.173543,6.89932,2.567912,-0.489184,1.007525,3.788176,-0.670361,2.289969,-6.160597,1.122017,' <=50K'
2.733225,4.531126,-0.198928,3.937242,0.585495,-0.750639,0.018229,0.440863,0.506452,0.390241,' <=50K'
3.416621,3.148259,1.5986,3.116999,2.923824,-1.406931,1.666567,-1.939508,-3.890586,1.852359,' <=50K'
2.66951,4.098813,-0.991811,1.748807,0.9614,-1.619192,-1.446015,-4.223221,-0.429077,-2.083286,' <=50K'
-0.831198,2.56618,0.082649,1.00495,-2.377164,1.06866,-1.293328,1.816981,0.738347,-6.772044,' <=50K'
-0.953111,7.659638,-2.295525,2.868184,-1.429794,0.863609,-3.265914,-0.101193,-0.55271,-0.995845,' <=50K'
-1.357226,0.063903,-1.109448,1.11526,-0.971934,0.980197,-1.589102,1.779586,1.884125,-6.980134,' >50K'
2.104769,7.941137,-0.493133,2.878173,2.082882,0.208346,-3.316189,-1.028534,-0.849047,-3.323553,' <=50K'
-1.214712,-0.304974,0.692497,1.313735,-0.551444,0.189913,-2.380922,0.378332,1.395908,-3.820103,' <=50K'
1.853128,5.031193,-1.624965,4.359463,2.65611,0.284452,-3.254387,-5.35179,-1.545428,-0.330753,' <=50K'
-2.541232,4.697487,-0.465117,1.682532,-0.298762,-4.776759,1.249617,-3.392589,3.209282,-3.838343,' <=50K'
2.393591,-4.202878,-2.486199,0.739987,-0.988912,2.627724,-3.664484,2.738489,-0.782457,-1.885809,' <=50K'
-1.06318,1.755336,1.086148,1.594705,-1.18196,2.720002,-3.02803,-2.161303,-1.466238,-4.029984,' >50K'
-2.852581,-2.883656,1.514909,1.204171,-0.930637,4.060798,-3.444237,4.209043,-2.1131,0.585621,' >50K'
-0.175629,5.555977,-0.91626,1.940896,0.651365,-3.14063,0.076938,-4.42161,0.976393,-4.536904,' <=50K'
-1.840167,8.373352,-0.709543,1.813121,3.460496,-1.67396,-0.645076,3.397296,0.858492,-4.918061,' <=50K'
-0.466789,-2.22848,-0.206348,3.742219,-0.523649,4.246355,-2.708199,0.45889,0.907537,-1.824735,' <=50K'
0.291888,6.283692,1.250444,1.386657,1.218454,-1.336878,-2.291817,1.258622,2.179594,-2.79022,' <=50K'
-1.055469,-0.788627,0.38079,2.071519,-0.162283,1.749658,-1.195602,-0.415702,2.083767,-5.335879,' >50K'
-3.155156,2.048895,-0.398318,3.568678,-3.266705,3.064225,-1.96491,-1.275263,0.796446,-1.847333,' >50K'
4.278799,3.963889,1.310923,4.589401,1.593683,-4.89209,1.652238,-1.905208,-1.361736,-1.991673,' <=50K'
1.248672,5.255839,-1.387708,4.704685,1.516757,1.756679,-3.101879,0.924183,-3.052742,3.286152,' <=50K'
2.782695,6.622109,0.079138,1.790738,-0.995205,-0.963988,-1.660916,-4.366029,-0.664941,-0.408009,' <=50K'
0.688952,-1.158214,-2.353487,1.542902,1.596398,3.110029,-0.508365,-2.878058,-2.380427,-4.923192,' <=50K'
3.33404,5.085599,-1.898842,0.603537,2.861734,-1.030368,2.473451,-1.096986,-2.470324,-2.2264,' <=50K'
2.449936,4.347418,-1.461574,1.639563,2.441296,-1.071599,-0.995432,-1.976559,0.504349,-1.831568,' <=50K'
-3.673062,1.786154,-0.023042,2.805223,-0.847426,1.973346,-1.360649,1.575546,-1.20494,-3.181624,' >50K'
-0.853476,2.731266,1.066156,2.016476,-1.187094,4.628349,-2.071741,-0.237489,-1.400271,-1.899927,' >50K'
3.550853,5.880654,0.234313,3.097615,1.137737,-0.027904,-2.394968,-5.113873,-2.512474,-0.098353,' <=50K'
4.774058,5.959871,-4.269139,2.170535,-1.396525,-0.10343,0.476847,4.706891,-3.686416,1.37274,' <=50K'
-2.948539,6.27719,-1.515594,0.574957,-1.172661,0.363023,-1.312263,-2.459648,-0.156017,-0.625647,' <=50K'
2.378339,-0.195236,-1.769323,0.1997,0.94581,2.350412,-0.240591,-3.151971,-6.638724,-4.277588,' >50K'
0.300815,3.243755,0.544158,0.422832,-1.491472,3.133941,-0.767462,1.979965,-4.453466,-5.258724,' <=50K'
-4.529492,-0.658657,-0.52295,3.341682,-2.088516,2.154275,-2.487602,0.567246,-1.320696,-1.998201,' >50K'
0.350446,4.553575,-0.106563,2.084667,-1.27238,1.810736,-1.863109,-0.555341,-1.179576,-5.187357,' <=50K'
-4.584882,3.940012,1.822442,1.052534,-1.59778,2.639057,-1.404869,1.232876,-0.397976,-3.269912,' <=50K'
-0.601757,3.085607,-0.729208,1.988659,-2.391943,2.137186,-2.101532,0.868452,-0.655204,-4.375843,' <=50K'
-1.812654,3.278179,-0.542761,3.045071,-0.875572,-1.424935,-3.948517,0.030437,2.753672,0.058979,' <=50K'
2.588274,6.792944,3.49229,3.049201,1.519202,0.063579,0.046424,-2.013065,0.035839,0.095324,' <=50K'
-0.655419,1.154822,0.694192,1.746137,-1.144577,2.783881,-3.359358,-2.278609,-0.694903,-4.16844,' >50K'
2.4043,8.262316,-1.84914,0.633472,1.531296,-1.289002,3.291557,-1.714734,-3.164419,-1.210216,' <=50K'
-1.211522,2.871082,0.538188,3.903214,-3.489689,0.994539,-3.320425,1.091283,-0.313112,-2.426516,' <=50K'
-0.411356,5.469457,-1.894495,3.280549,2.574887,-0.322368,-2.016507,0.662348,1.03777,-0.519535,' <=50K'
4.670339,4.568594,3.637273,3.34651,3.124027,-3.900881,1.133768,-2.7229,-1.560919,-1.531966,' <=50K'
0.378147,1.191895,-1.495643,1.404022,0.411886,1.4548,-2.45933,-0.660799,0.838614,-5.752721,' <=50K'
-2.884365,1.086944,0.467206,2.817132,-1.235869,1.932016,-4.817823,-0.058254,1.555138,-3.135402,' <=50K'
-3.22018,1.155855,-0.412046,3.180713,-0.839244,2.045122,-1.852564,1.464017,-0.515258,-3.424833,' >50K'
-1.249096,2.819681,-0.201007,2.049429,-2.740494,1.529631,-1.067865,1.775639,0.729142,-6.469194,' <=50K'
1.575597,1.265382,-2.164959,4.273652,1.091556,-1.387849,-4.081671,4.089224,0.924896,0.504414,' <=50K'
-1.208927,2.598372,0.440113,2.129988,-1.404674,5.114569,-1.321409,-0.393092,-0.377363,-1.240838,' >50K'
-0.460276,3.538896,0.232951,1.120441,-1.904635,3.656194,-0.046562,1.957537,-4.316939,-4.762659,' <=50K'
-3.530699,0.38367,-4.149933,3.277992,-3.525272,3.357249,-1.053508,-1.610754,-0.066639,-1.410666,' <=50K'
-2.758459,1.542764,-0.159988,2.494139,-2.214864,3.0252,-3.015922,-0.930187,-0.250628,-3.592605,' >50K'
-1.654434,0.209571,-1.268486,1.607675,-1.178666,1.242083,-1.364253,1.761173,1.909445,-6.776285,' <=50K'
1.879029,6.426365,-0.676655,2.163307,2.108655,-0.749328,2.311403,0.377539,-2.626335,1.781616,' <=50K'
1.806021,3.203977,-1.952895,4.822522,1.586038,1.669425,-0.941003,0.51315,1.349894,1.073768,' <=50K'
-4.190739,4.414935,-0.352447,-1.825571,1.2385,1.654075,-1.245303,-0.777974,0.751889,-0.501482,' <=50K'
-5.553761,-1.985557,1.006569,-0.115554,-0.948327,3.167628,0.752271,2.479323,-0.812233,2.654164,' >50K'
-2.682003,5.050645,-0.077337,0.3947,2.268238,-0.29838,2.671606,-1.818234,3.096458,-4.510022,' <=50K'
-1.10282,5.422162,-0.709968,0.935978,1.958727,-3.425695,1.878867,-1.22514,3.433719,-6.385857,' <=50K'
5.819337,-0.315624,-2.167827,0.884478,2.260738,-0.265945,-2.238328,-0.093993,-0.800542,0.987014,' <=50K'
0.184951,4.731563,2.357416,0.968443,-1.609189,4.04573,-0.046223,2.038178,-4.939006,-5.19368,' >50K'
-3.617484,-0.176997,-1.464224,1.636511,-2.484649,1.553355,-2.219891,-0.06133,1.763658,-5.568514,' <=50K'
-0.654679,2.528344,0.117069,1.064599,-2.327029,1.005861,-1.517563,1.812465,0.678503,-6.876893,' <=50K'
-0.38144,6.703541,2.14245,0.015264,0.11376,-0.938408,3.058645,-0.877549,0.654256,2.867272,' <=50K'
-0.101405,5.592223,-0.968779,1.998665,-0.182342,-2.493473,-1.608775,2.104018,2.459577,-3.277922,' <=50K'
-0.36943,-3.093583,3.004971,-0.681017,0.649655,-1.10882,0.874744,1.39139,0.794001,-0.795355,' >50K'
0.617976,4.095906,-1.155799,0.851323,2.226109,-1.906995,1.903847,-2.097785,2.710205,-4.922202,' <=50K'
1.916745,0.057426,-2.226427,1.743064,0.106648,2.130656,-0.494276,-1.419769,-1.585974,-3.916829,' <=50K'
-0.076793,-0.990006,0.149768,5.522929,0.580468,0.978684,-0.852961,-0.807297,-0.466481,-1.561611,' <=50K'
-0.269376,6.107504,0.129394,3.21687,1.201435,-3.839494,0.54975,-2.679168,1.066557,-1.84666,' <=50K'
0.325277,8.114196,0.0302,0.694964,1.006585,-2.861394,0.857569,-2.094603,0.837088,-4.24291,' <=50K'
-3.778478,1.189588,-0.003744,-0.335663,-0.383258,3.642599,-0.749974,1.315801,-0.81846,-3.827388,' <=50K'
0.237337,5.888554,-3.5044,3.643379,1.112417,-0.538307,-0.529423,0.453488,1.34567,-3.664269,' <=50K'
2.151335,4.087142,1.195342,1.439948,2.046725,0.764586,-1.347387,-3.323483,-2.45157,1.409298,' <=50K'
0.228348,0.240371,-0.450816,1.194999,-1.018272,-0.27149,-1.678091,5.973398,-0.420994,-6.851529,' <=50K'
-0.046247,5.988143,-1.613557,2.10449,0.770401,-2.243607,-0.401629,-5.333074,-0.283176,-2.117494,' <=50K'
-0.806047,2.751004,-0.02121,1.529664,-2.473404,1.236016,-1.384921,1.772761,0.673174,-6.618093,' >50K'
1.686982,6.887113,-1.493772,2.555235,1.135218,-3.76071,0.501705,2.03131,-2.03366,-2.725242,' <=50K'
-1.505119,0.345657,0.139038,1.730171,-1.525487,1.405091,-4.883596,0.821021,2.877891,-6.816367,' >50K'
-3.425306,0.810306,-1.319514,1.519988,-2.027478,4.159279,-0.701861,0.09133,-3.209191,-3.460864,' >50K'
0.76509,-1.114507,0.255861,1.847942,-1.826701,4.242037,-3.287112,2.402283,-1.13073,-0.487406,' <=50K'
3.79315,4.576778,0.647686,1.816524,1.131397,-0.432417,-0.937313,-4.481561,1.190629,-1.796017,' <=50K'
2.482757,7.628378,0.683013,-1.565951,0.317299,-0.281486,1.310046,0.238895,-3.444436,-3.897657,' <=50K'
4.303538,6.778591,-0.365845,-0.06928,4.933599,-3.477534,1.708873,1.539239,-3.358048,-3.705883,' <=50K'
1.959569,9.230347,0.303075,0.842268,0.002629,-0.179868,-2.946403,1.790907,-0.02858,-4.045045,' <=50K'
-0.744104,5.318624,0.015129,1.549765,-0.74063,2.382327,-1.649288,1.41385,0.320254,-2.194403,' >50K'
1.483129,5.788884,-0.510697,1.074245,2.361208,-4.195427,0.307743,2.052452,-0.375433,-4.3736,' <=50K'
0.050648,7.446767,-2.184863,1.552282,0.117509,-1.333153,1.54158,-4.99495,-0.715107,-0.286375,' <=50K'
3.156005,6.354082,-2.556299,2.607365,0.13013,-0.297291,-0.782531,0.137208,-2.543525,0.310486,' <=50K'
4.404654,8.090578,2.024965,1.266687,1.638514,-0.880206,-1.432539,-1.909284,-1.460955,-2.209892,' >50K'
-0.688871,3.030944,-0.65575,1.428779,-2.307241,2.028467,-1.854243,0.893958,-0.558171,-4.348536,' >50K'
1.363854,7.087944,-2.134351,4.097662,1.274278,-0.656103,-1.404146,-3.225963,-2.564395,-0.389155,' <=50K'
-5.998112,2.744336,0.179991,2.142723,-0.993467,2.725794,-1.494287,0.809174,0.810436,-6.719473,' <=50K'
-3.802387,0.098548,-1.613882,2.068817,-2.634849,1.806314,-2.00911,-0.107802,1.776127,-5.23137,' >50K'
0.494115,3.942359,0.087611,2.056093,2.224254,-4.083515,1.244795,-1.872768,0.281095,-0.831391,' <=50K'
-2.156882,-2.266915,-0.458171,-0.395259,1.319314,-0.986751,1.685336,-2.256734,-2.142631,0.098303,' <=50K'
-0.179835,1.253809,0.828813,1.38109,-0.893833,2.569078,-3.659282,-2.315873,-0.768414,-4.141077,' >50K'
-1.69989,-1.976685,3.452918,-0.695006,-0.388299,2.308443,0.893396,1.814314,-5.22211,-1.501081,' <=50K'
-0.460975,3.016606,-0.653874,1.75541,-2.294018,2.013135,-2.208039,0.877173,-0.667197,-4.472403,' >50K'
2.037235,3.966491,-0.807817,1.311584,2.255955,-1.885905,-0.139278,-1.054835,1.868706,-4.085853,' <=50K'
1.301366,0.484442,-0.823293,0.69853,-0.425315,0.082726,-3.010994,5.054431,-1.86453,-4.855177,' >50K'
-0.368306,3.521218,-1.980587,2.129838,-3.103609,2.394903,-0.579611,0.376363,-2.009075,-2.882801,' >50K'
-0.445157,5.186468,-0.268518,1.110701,2.641553,0.337908,-0.688161,-1.698193,0.77994,-1.669516,' <=50K'
3.908825,4.051455,-0.056172,1.269556,2.335917,-3.296877,-0.53534,3.141245,-0.505585,-4.1372,' <=50K'
-3.72742,3.098177,1.182996,2.414899,-1.51021,3.84544,-1.074186,0.847895,1.187173,-3.139817,' <=50K'
2.577533,4.809015,1.977148,1.640633,3.723777,0.408944,3.538722,-2.396853,-0.347083,1.93528,' <=50K'
1.842414,4.271246,0.415558,2.004245,1.66976,-1.419662,-3.39827,-2.016307,2.866469,-3.889899,' <=50K'
1.543458,-0.283539,-3.091725,3.69776,-0.429576,0.343031,0.796636,-2.222248,-2.076418,-1.618986,' <=50K'
-1.452197,0.90292,-0.707239,2.654231,-1.590401,2.536416,-5.467565,-0.122993,1.544184,-4.315317,' <=50K'
3.347343,8.634321,1.502285,3.304572,0.147177,-0.384605,-0.013323,-2.242343,-0.361307,-0.344823,' <=50K'
-0.102932,5.403572,-1.048032,0.530914,0.434117,-1.126883,-5.067938,1.677352,4.304782,-5.750729,' <=50K'
1.921495,5.015657,-1.81968,4.461411,1.828228,0.709508,0.566833,0.603711,-2.013422,-1.176616,' <=50K'
2.009798,3.199671,-0.22265,0.847032,1.906628,-1.698599,-1.249758,-4.222594,1.290387,-3.42709,' <=50K'
1.01647,0.437296,-0.903683,0.90098,-0.571795,0.212014,-2.818265,5.074932,-1.817333,-4.854739,' <=50K'
-4.651237,-0.380898,-1.902308,2.56662,-1.361627,0.891845,-0.442387,2.328338,1.637372,-5.040838,' <=50K'
-1.324999,-0.246317,-1.246878,0.859389,-1.236189,2.10741,-3.107268,-2.300866,0.061137,-3.857388,' <=50K'
-2.598333,7.140878,-0.479658,2.077637,1.911027,-3.31014,1.477064,-2.458412,2.063118,-6.458911,' <=50K'
-2.014034,-0.672683,0.380324,2.704367,0.795667,2.315616,-1.181237,3.556528,-2.026042,-0.609617,' >50K'
-1.882294,0.442896,0.045275,1.721286,-1.657075,1.570508,-4.435005,0.825467,2.990673,-6.586868,' <=50K'
0.808291,4.799496,-3.559987,2.826906,-0.257951,4.019741,2.573624,-1.313932,-4.201973,2.945437,' <=50K'
0.572799,-0.722756,-4.223497,2.750905,-1.718124,4.269092,-0.562926,-0.647258,-0.715962,-1.429637,' <=50K'
4.062246,6.33381,1.167639,-0.219141,0.142623,-4.668549,2.139026,-0.227154,-0.672633,-6.170437,' <=50K'
1.204812,0.710573,3.285607,3.338348,-0.167824,-0.953611,-0.280431,0.104028,-1.548406,-4.374261,' <=50K'
-2.245556,1.241631,1.594486,1.99378,-1.382077,1.479949,0.099587,-0.785103,0.71083,-2.079271,' >50K'
0.199048,-3.575564,0.306872,1.881326,-1.101715,2.677583,-3.871592,3.892997,-2.441154,0.539503,' >50K'
2.2087,4.825287,-3.657523,1.268321,0.122719,0.283706,-1.826072,1.74149,0.864101,-2.950249,' <=50K'
0.332075,4.079037,0.330706,-0.35732,2.9728,-2.795697,2.203777,-0.781273,1.277451,-4.231176,' <=50K'
-3.028832,1.626601,-0.24463,2.589989,-2.330282,3.1707,-2.720682,-0.931486,-0.182788,-3.423382,' >50K'
1.365591,-0.225571,-3.150881,3.781187,-0.509707,0.444115,0.985613,-2.223996,-2.034382,-1.506723,' <=50K'
4.84956,4.171886,0.6079,6.884954,1.81731,0.181747,-0.680034,-2.766662,-3.299489,3.041831,' <=50K'
-0.658323,-0.480314,0.870152,1.096117,-0.309727,-0.114872,-2.983234,0.381898,1.258897,-4.169278,' <=50K'
0.203352,4.817809,-1.639911,3.719252,0.058112,0.656707,-4.791259,-0.673922,0.492018,-0.347214,' <=50K'
-1.209205,5.693332,-3.685133,4.747893,-0.610034,0.357666,-2.518493,-0.343364,0.547305,-1.041521,' >50K'
-0.677937,2.145859,0.596271,2.353822,-1.272089,4.820307,-2.220109,-0.347917,-0.58927,-1.975225,' <=50K'
-3.192983,4.344618,3.786945,-0.419604,3.157951,-2.673763,2.847569,-1.004726,2.459831,-2.916611,' <=50K'
0.069072,5.683028,0.5478,2.500053,1.812268,-2.431274,-4.604133,-2.485257,2.555866,-5.365347,' <=50K'
1.512646,4.773949,-4.230673,3.433149,2.742418,1.466765,-0.509966,1.180417,-0.33198,2.416263,' >50K'
2.437726,6.233272,-1.562291,3.43174,0.14167,-1.225479,-1.855681,1.12862,0.125724,-4.194621,' <=50K'
-0.693696,-1.172649,2.842041,-0.733196,0.557479,2.451006,-2.438305,0.649764,-3.834299,-0.510326,' >50K'
-0.032411,0.998204,0.158752,2.298541,-1.715124,5.906959,-0.765091,-2.028427,-0.488653,-1.318448,' >50K'
4.534677,6.567986,0.095738,3.883518,0.784644,0.62944,0.479979,3.956117,-1.800325,1.84368,' <=50K'
1.390144,-0.583621,0.363086,3.796787,0.368147,0.770512,0.051973,-1.692018,-1.566795,-3.182826,' >50K'
0.749406,4.796069,-0.943583,-0.221529,0.439588,0.472809,0.010929,-0.577076,0.549447,-2.900561,' <=50K'
-0.77982,2.589678,0.050106,1.271932,-2.414074,1.116128,-1.422889,1.804712,0.689164,-6.791062,' <=50K'
0.270937,3.702596,-1.52209,5.881888,1.147778,2.46963,-4.243813,-0.01485,-2.160284,4.384159,' <=50K'
-2.00921,8.450793,-2.481152,3.131964,0.323614,-0.878907,-2.51813,0.517258,-1.160314,-1.056902,' <=50K'
-1.003247,-0.306656,-1.19478,1.03052,-1.157682,2.009377,-3.532069,-2.311836,-0.055885,-4.045629,' <=50K'
-0.951888,2.674012,-0.041969,1.557014,-2.533761,1.267746,-1.292714,1.794052,0.703823,-6.673044,' >50K'
0.833694,0.061575,-0.213633,0.644064,-0.689008,-0.667033,-2.218298,5.981311,-0.525866,-7.178251,' <=50K'
2.46849,4.727257,-0.033577,3.378563,1.400529,-2.177163,-0.937394,-2.49515,-0.352179,0.688645,' <=50K'
-0.510076,2.259689,0.631065,2.217807,-1.180008,4.769717,-2.274842,-0.374819,-0.608226,-1.868363,' >50K'
-3.999327,-0.791803,3.152155,0.322027,-0.083979,2.125732,-0.112146,1.981258,1.002064,-3.148545,' <=50K'
1.314803,-0.371585,-1.134392,2.000282,0.679439,-0.501033,-0.470789,-1.571733,-1.397451,-3.202198,' >50K'
1.391455,0.829994,-2.788284,2.219584,1.836257,4.039705,-0.003624,-3.234051,-2.395944,-3.266489,' <=50K'
-4.409039,-0.25942,0.102303,2.409706,-1.779657,1.6823,-2.529658,0.696319,-2.10241,-2.129984,' >50K'
0.111206,-3.799071,0.4341,0.124766,-2.154935,0.512784,-4.306375,3.735528,0.923192,-0.241891,' <=50K'
0.979533,6.939401,0.297449,3.651968,2.275958,-4.021462,0.500789,-4.21785,1.34688,-2.806718,' <=50K'
0.263539,1.708791,1.461997,-0.893444,-1.529746,0.915262,-3.619528,3.962255,-4.030396,0.913204,' <=50K'
-1.209971,6.315567,-4.260201,2.658419,-1.513217,0.206055,-3.63262,-0.170135,0.000428,-0.81822,' <=50K'
-1.412197,2.826601,-0.198229,1.791498,-2.744971,1.534238,-0.808435,1.788712,0.810246,-6.381658,' <=50K'
-0.942902,-0.360572,-1.13247,0.754488,-1.079383,1.909835,-3.532376,-2.300372,-0.038623,-4.095129,' >50K'
1.04252,5.071872,-1.848271,0.597665,-0.312135,2.866806,0.582535,1.444307,0.166073,-0.713524,' <=50K'
-0.825085,5.772329,0.736645,2.949775,0.952945,-4.574158,1.559441,-1.758577,2.465499,-4.010969,' <=50K'
-0.923509,3.145946,-0.781306,1.817528,-2.470451,2.235219,-1.676731,0.879422,-0.538182,-4.187602,' >50K'
0.407072,6.965909,-1.245407,2.407534,2.813527,-2.010229,-0.120366,0.945831,-1.741815,-0.444966,' <=50K'
-0.264254,4.720751,0.850633,-0.192516,0.777863,2.673806,-2.521104,-1.429606,-0.827427,-1.126974,' <=50K'
-5.112944,-1.265788,0.090394,2.05742,0.814868,3.165469,0.121035,-2.32215,-0.893663,0.071084,' <=50K'
2.346732,5.097698,2.772627,2.678572,2.530262,-1.726141,-0.704988,-2.428254,0.731954,-1.004492,' >50K'
1.051879,5.90289,-0.621389,1.08453,2.206536,-4.00091,0.815382,2.056639,-0.249083,-4.110256,' <=50K'
0.754059,6.540931,-0.271918,1.423058,2.86107,0.585962,1.188428,-2.09557,-4.364447,-2.105637,' <=50K'
-0.614703,3.053008,-0.688106,1.728424,-2.34283,2.074402,-2.019184,0.880011,-0.618256,-4.379941,' >50K'
0.048495,-1.132268,-1.69386,1.376571,-0.887388,2.730157,-1.28041,0.895147,1.209856,-5.308486,' <=50K'
0.216136,0.640311,0.217806,2.673432,-1.713617,5.778105,-1.368491,-1.986844,-0.636173,-1.873712,' >50K'
-1.294455,2.988554,0.915666,1.897738,1.54598,-1.842091,0.926958,-0.40178,1.541907,-1.923781,' <=50K'
-4.076333,1.818428,0.550074,1.97846,-1.259581,3.843572,-5.339733,0.129417,1.771005,-4.120675,' >50K'
-0.84607,4.912927,-3.262711,0.860767,-0.655699,-1.524016,-1.831127,-0.465986,0.211568,1.910865,' <=50K'
1.573985,-1.389267,0.538615,1.388025,-1.44567,3.761127,-4.1258,2.413767,-1.311656,-1.001659,' >50K'
0.460574,5.89025,-1.530649,2.008899,0.121363,-1.829252,-2.559725,1.194633,1.091464,-1.129269,' <=50K'
0.116276,5.452903,-0.827047,1.024829,1.313447,-1.095373,-1.612012,-0.875749,-1.1648,-1.613659,' <=50K'
-0.398404,2.985939,-0.620392,1.651743,-2.250495,1.958001,-2.255376,0.88105,-0.672528,-4.515319,' >50K'
-6.589366,0.257688,1.221927,-0.731625,-2.039391,4.344167,2.159275,1.485423,-2.943256,-0.57591,' <=50K'
-1.5984,-0.722113,-0.13511,-3.624336,-0.839076,-1.116505,-0.963133,-0.315857,1.575049,-4.981539,' >50K'
-0.051162,3.47174,1.059784,4.831108,-1.197045,0.418098,0.090998,-0.961297,-2.747893,-3.870211,' <=50K'
5.216399,6.277851,-2.374485,1.634664,4.144379,-0.425612,1.238085,-3.571529,-3.653814,-1.054383,' <=50K'
3.585389,8.181609,1.685739,2.316833,1.124988,-0.330205,-0.898964,-1.89937,-1.372462,-1.989389,' <=50K'
2.269348,6.351011,1.577187,1.640514,0.518854,2.741154,-2.669875,-0.890437,-4.72557,-1.321727,' >50K'
-0.369822,4.303055,-0.200817,1.129561,1.148106,-0.052513,-2.439288,-0.965658,-2.869493,-1.681082,' <=50K'
0.024678,1.600407,0.38453,1.634737,-0.447416,2.130416,-2.916748,0.919945,-0.241914,-5.338527,' <=50K'
5.25654,3.859979,-1.736572,1.732075,3.778724,0.26974,-0.759984,-4.374813,0.142262,-1.240436,' <=50K'
-0.632619,-0.048861,2.409621,0.669996,0.022367,2.086963,-3.691602,-2.343398,0.572731,-2.499953,' <=50K'
4.490611,2.933062,-3.653824,2.150562,1.859268,0.960386,0.472826,-3.452347,-0.784927,1.108932,' <=50K'
2.184244,-4.683474,-1.723626,0.075093,-1.032805,1.634233,-2.962173,3.672811,0.564576,-4.27957,' <=50K'
1.70078,7.930905,0.596605,-0.51436,2.251903,-2.68857,2.727794,-0.18034,-1.214372,-4.969389,' <=50K'
-0.254491,4.214914,0.987343,2.473678,2.534579,2.661025,1.144811,-0.946757,1.968802,-0.10158,' <=50K'
-1.141393,2.760534,-0.080088,-1.547957,-0.347324,-1.452732,-1.636572,2.485811,-3.453243,-3.480728,' <=50K'
-1.884057,5.296551,-1.38593,0.768664,-0.99587,0.260087,-2.881172,0.238803,-1.936369,2.642695,' <=50K'
-0.645539,1.119686,2.536118,2.696161,-0.599493,1.017421,-2.685813,0.392455,0.601095,-4.134075,' <=50K'
-1.54368,0.238011,-1.241136,1.543566,-1.12452,1.198413,-1.437943,1.751138,1.889855,-6.7659,' <=50K'
3.758357,2.402892,-0.476552,2.611329,0.633364,0.238509,-0.839143,3.248746,-6.125775,-4.365385,' >50K'
3.167111,5.667524,2.438697,1.292835,1.112754,-1.946942,-0.270435,-4.189926,-3.745075,3.984618,' <=50K'
2.548004,4.476779,0.113423,3.579236,1.621034,0.57956,-1.321229,-1.677499,-3.575855,3.342576,' <=50K'
-4.123345,-0.475607,-0.411783,2.938405,-1.852574,1.984461,-2.651578,0.519868,-1.363369,-1.843316,' >50K'
-1.927032,0.270159,-1.324301,1.53116,-1.259308,1.343174,-1.021985,1.767462,1.999877,-6.613646,' <=50K'
-1.337183,2.63775,1.503019,-0.948565,1.183208,-5.855147,1.546951,-2.376137,3.375103,-0.896626,' <=50K'
0.642948,7.088294,-1.164586,4.633971,1.435817,-2.434938,-0.465895,-0.109814,0.704264,-5.07031,' <=50K'
3.102198,7.464965,1.378724,1.795488,1.286255,0.429007,-1.588271,-4.16341,-2.292208,0.386373,' <=50K'
-0.896293,0.301772,1.298403,-0.314335,-1.186843,3.571012,0.94521,0.51404,-0.953824,1.39373,' >50K'
1.163557,-0.917674,-1.830413,-1.786965,-0.321828,-1.804551,0.287415,2.023174,3.721217,-1.392552,' <=50K'
2.02753,5.62449,-2.385628,2.476672,0.941215,0.537981,-0.700648,0.771196,-2.605242,-1.01359,' <=50K'
1.526403,4.945324,-2.506164,3.105125,0.866758,-0.424845,-3.423906,-1.646785,0.024218,-2.13112,' <=50K'
-0.020369,7.304102,-1.709062,2.872758,2.877577,1.640926,-1.249765,0.472804,-4.032172,-2.373899,' <=50K'
-2.257931,2.24523,1.327926,2.365249,0.522041,2.73834,-1.046605,2.114345,-6.471871,-3.577833,' <=50K'
5.147972,4.399271,-1.758286,2.106631,2.206123,2.103692,0.546483,-1.785378,-5.718416,0.505636,' <=50K'
-0.6048,2.35688,1.439316,2.936674,-2.002885,2.530025,-4.959971,-0.365778,1.873366,-3.395597,' <=50K'
1.997961,8.95192,-1.715679,0.957519,0.679094,-0.624224,-2.205273,0.198369,1.101193,-4.251245,' <=50K'
0.941311,-0.613983,-0.448922,-0.12544,1.437109,-0.234587,1.008502,2.367934,-5.339071,-1.234422,' >50K'
0.111075,-0.462171,-0.783846,2.27867,0.089171,-0.803804,1.16519,-0.668112,0.123906,-4.946374,' <=50K'
-1.534155,5.423626,1.4815,-0.03259,-1.406161,-0.975677,-1.952086,0.363237,-0.250304,-2.96766,' <=50K'
-0.521731,3.756346,2.546072,-1.828585,1.167742,1.36601,-0.826006,-1.34422,-3.254613,-6.035168,' <=50K'
-1.690333,6.35024,-0.26933,3.525607,1.603861,0.301129,-2.290027,0.390808,0.498999,0.845044,' >50K'
