@relation adult_LDA-outV2

@attribute A numeric
@attribute Class {<=50K,>50K}

@data
-0.340241,<=50K
-0.288823,<=50K
0.108565,>50K
-0.378482,<=50K
-0.309031,<=50K
0.512823,>50K
0.155318,<=50K
-0.27856,<=50K
0.240196,<=50K
0.189576,>50K
-0.158472,<=50K
-0.401849,<=50K
-0.424466,<=50K
-0.108111,<=50K
-0.321015,<=50K
0.244814,>50K
-0.415555,<=50K
0.306245,<=50K
-0.385021,<=50K
-0.330361,<=50K
-0.348998,<=50K
0.280282,<=50K
-0.215988,<=50K
0.607043,<=50K
-0.040027,<=50K
-0.334004,<=50K
-0.426994,<=50K
0.673928,>50K
0.264361,>50K
0.233381,>50K
-0.141159,<=50K
-0.267349,<=50K
0.105819,<=50K
-0.227436,<=50K
0.096883,<=50K
0.178378,<=50K
0.143406,<=50K
0.126502,<=50K
0.286683,>50K
-0.087603,<=50K
-0.485525,<=50K
-0.170823,<=50K
0.181129,<=50K
0.42182,>50K
-0.352753,<=50K
0.784925,>50K
-0.421784,<=50K
0.264025,>50K
-0.322107,<=50K
0.58437,>50K
0.269542,<=50K
0.125727,<=50K
-0.465873,<=50K
0.035583,<=50K
-0.310117,<=50K
0.027529,<=50K
-0.39697,<=50K
-0.128273,<=50K
0.767205,>50K
-0.308057,<=50K
-0.028234,<=50K
0.406715,>50K
-0.250596,<=50K
0.13493,>50K
-0.15943,>50K
0.3051,>50K
0.162413,<=50K
-0.182117,<=50K
-0.048494,<=50K
-0.39812,<=50K
-0.144853,<=50K
0.229598,<=50K
-0.43057,<=50K
0.119587,<=50K
-0.286306,<=50K
0.13879,<=50K
-0.21577,<=50K
-0.043945,<=50K
0.231779,>50K
0.108712,<=50K
-0.027868,<=50K
-0.229296,<=50K
0.101369,>50K
-0.152818,<=50K
-0.278512,<=50K
0.407454,>50K
0.237687,>50K
-0.230556,<=50K
0.295682,<=50K
0.162413,>50K
0.361963,>50K
-0.243423,<=50K
0.348538,<=50K
0.258195,<=50K
-0.328904,>50K
0.310452,<=50K
0.166979,<=50K
0.152288,<=50K
0.6566,>50K
-0.03595,<=50K
0.364648,>50K
0.012395,<=50K
0.186259,>50K
-0.584465,<=50K
-0.361029,<=50K
0.479414,>50K
-0.013625,<=50K
-0.231005,<=50K
0.84372,>50K
0.113402,<=50K
-0.381472,<=50K
0.046325,<=50K
-0.352474,<=50K
-0.209859,<=50K
-0.298892,<=50K
0.212597,<=50K
-0.43427,<=50K
-0.189749,<=50K
-0.302922,<=50K
0.558763,>50K
-0.024309,<=50K
0.495088,>50K
0.329347,>50K
0.097436,<=50K
-0.118288,<=50K
-0.400952,<=50K
0.105167,<=50K
0.597089,<=50K
-0.159205,<=50K
-0.382124,<=50K
0.125529,>50K
0.305766,<=50K
0.167475,>50K
0.47903,>50K
0.461362,>50K
0.191729,<=50K
-0.063578,<=50K
-0.396621,<=50K
0.321587,>50K
-0.061897,<=50K
0.307113,<=50K
-0.511197,<=50K
-0.272869,<=50K
-0.007531,>50K
0.513716,>50K
-0.372313,<=50K
-0.413438,<=50K
0.43923,>50K
-0.156465,<=50K
0.188728,<=50K
0.643886,>50K
0.23743,<=50K
0.386348,<=50K
0.507279,<=50K
-0.606725,<=50K
1.144463,>50K
-0.342954,<=50K
-0.251946,<=50K
-0.251346,<=50K
0.12736,<=50K
-0.195718,<=50K
-0.026945,<=50K
-0.470788,<=50K
0.034663,<=50K
-0.164294,<=50K
-0.292182,<=50K
0.024037,<=50K
0.094655,>50K
0.115015,<=50K
-0.326748,<=50K
0.039098,<=50K
-0.314914,<=50K
0.204234,>50K
-0.261367,<=50K
0.635378,<=50K
0.70722,<=50K
0.538554,>50K
-0.243945,<=50K
-0.36165,<=50K
0.485218,>50K
0.715076,>50K
-0.219398,<=50K
-0.260016,<=50K
-0.38371,<=50K
-0.109466,<=50K
-0.275136,<=50K
-0.147582,<=50K
1.071184,>50K
-0.455174,<=50K
0.329992,>50K
0.158223,>50K
0.104724,<=50K
-0.172411,<=50K
-0.312888,<=50K
0.145853,<=50K
-0.381354,<=50K
-0.495231,<=50K
-0.446881,<=50K
-0.376133,<=50K
-0.035865,<=50K
-0.1065,<=50K
0.409067,>50K
0.57883,>50K
0.136199,>50K
-0.307485,<=50K
0.707669,>50K
-0.381551,<=50K
-0.486922,<=50K
-0.172831,<=50K
0.556676,>50K
0.189263,<=50K
0.328396,<=50K
-0.545068,<=50K
0.533062,<=50K
0.603672,>50K
-0.436158,<=50K
0.168692,>50K
0.114759,>50K
0.141565,<=50K
-0.296334,<=50K
0.024438,<=50K
0.132246,<=50K
0.135006,<=50K
-0.224125,<=50K
-0.228271,<=50K
0.042789,<=50K
-0.323928,<=50K
0.415476,>50K
-0.291892,<=50K
0.01755,<=50K
-0.500197,<=50K
-0.390072,<=50K
-0.416029,<=50K
-0.228327,<=50K
0.066496,<=50K
-0.106565,<=50K
0.716084,>50K
0.388394,<=50K
-0.526123,<=50K
-0.379183,<=50K
0.55735,>50K
0.52882,>50K
-0.085187,<=50K
-0.403879,<=50K
0.566411,>50K
0.51547,>50K
0.587558,<=50K
0.113373,<=50K
-0.246293,<=50K
0.687245,<=50K
0.178093,<=50K
-0.472676,<=50K
0.2553,<=50K
0.158078,>50K
-0.3388,<=50K
0.028038,<=50K
-0.358581,<=50K
0.519381,>50K
-0.298596,<=50K
0.543925,>50K
-0.024843,<=50K
0.167847,<=50K
0.019266,<=50K
-0.26563,<=50K
-0.366289,<=50K
0.803229,>50K
-0.302448,<=50K
0.589035,<=50K
0.063149,<=50K
0.11763,<=50K
-0.292312,<=50K
-0.083777,>50K
0.486587,>50K
0.475076,>50K
0.125537,<=50K
-0.437993,<=50K
-0.46684,<=50K
-0.302661,<=50K
0.073175,<=50K
-0.151073,<=50K
-0.415835,<=50K
0.303725,<=50K
0.146676,<=50K
-0.432985,<=50K
0.048923,<=50K
0.287615,<=50K
-0.433527,<=50K
